  SP74632","Las desagregaciones del INPC solo tienen valor informativo.
  SP74633","Las desagregaciones del INPC solo tienen valor informativo.
  SP66536","Las desagregaciones del INPC solo tienen valor informativo.
  SP74634","Las desagregaciones del INPC solo tienen valor informativo.
  SP74635","Las desagregaciones del INPC solo tienen valor informativo.
  SP66538","Las desagregaciones del INPC solo tienen valor informativo.
  SP56384","Las desagregaciones del INPC solo tienen valor informativo.
  SP74636","Las desagregaciones del INPC solo tienen valor informativo.
  SP74637","Las desagregaciones del INPC solo tienen valor informativo.
  SP56378","Las desagregaciones del INPC solo tienen valor informativo.
  SP56379","Las desagregaciones del INPC solo tienen valor informativo.
  SP56380","Las desagregaciones del INPC solo tienen valor informativo.
  SP74638","Las desagregaciones del INPC solo tienen valor informativo.
  SP56382","Las desagregaciones del INPC solo tienen valor informativo.
  SP74639"
"1Q Jul 2003","54.045567876613","58.431016585320","54.499785044858","44.643286147504","63.576359537208","62.015917271084","66.679429897611","46.406620139353","63.211117140441","41.969435629967","42.137868892629","45.409602980257","40.031191560049","41.844907307104","38.286560493711","49.155693765782"
"2Q Jul 2003","54.061627581036","58.490604648962","54.481770794728","44.612275738541","63.570979891145","62.151016332611","66.761231032685","46.423149871577","63.439735983742","41.870425049758","41.874923503506","44.941025995502","39.895464351719","41.847745229846","38.276947895960","49.183141303208"
"1Q Ago 2003","54.159539972515","58.651233090210","54.594998045576","44.678455010639","63.728622327219","62.357229610287","66.862936445725","47.345370065047","63.452799735134","41.802573580842","41.580258510865","43.933571678977","40.040439456767","41.920774370196","38.388695165794","49.180193768417"
"2Q Ago 2003","54.270921793509","58.689040299795","54.613317813885","44.695791004618","63.747752462975","62.413899992629","66.998341857882","47.478363394317","63.407307297577","42.107089715914","42.036261028872","44.975691092928","40.134467129852","42.131074710734","38.642179514618","49.306625015649"
"1Q Sep 2003","54.527877064270","58.925216678310","54.662263014486","44.710802128897","63.828975569436","62.831860947904","67.085570453913","49.619053950693","63.433124251513","42.416198369603","42.571119432347","46.039407487904","40.342444309090","42.299848763440","38.882037869709","49.336144715293"
"2Q Sep 2003","54.548081208543","58.977503534004","54.717147753048","44.796452487940","63.853859781978","62.881384449007","67.179061732627","49.619053950693","63.462017796739","42.352777928793","42.447591087398","45.473480091101","40.491653405524","42.273784707505","38.842458152813","49.336598610754"
"1Q Oct 2003","54.701943538011","59.055923822749","54.795911504384","44.908426291451","63.900094552991","62.959129187545","67.303313268156","49.616085319285","63.528881214041","42.704740175879","42.720266430690","45.902596091532","40.667385568552","42.674815973678","39.416413486995","49.398806654709"
"2Q Oct 2003","54.774471235403","59.099854770549","54.849717975442","45.001686163122","63.915551758412","62.993227273112","67.367227539336","49.616085319285","63.549187285515","42.850780385765","43.117842082265","46.547394440819","40.911834704844","42.664586439601","39.393443457162","49.413671118422"
"1Q Nov 2003","55.150579151878","59.192902423434","54.963013334255","45.155649282336","63.988888397941","63.066101775598","67.439075025219","49.632500155638","63.644501730134","43.974365683780","43.334794538585","46.395150427724","41.355699366400","44.350645842031","41.887171128146","49.515940701416"
"2Q Nov 2003","55.234504058861","59.273297985429","55.071713535623","45.316381195142","64.046733037407","63.118512429377","67.521877716672","49.632500155638","63.689647302784","44.066059811971","43.609424162871","46.874574667899","41.503600882829","44.328695747265","41.853117046709","49.517748239070"
"1Q Dic 2003","55.357801144427","59.355692552777","55.152754102029","45.464702811964","64.062454980673","63.201871578268","67.589968216336","49.633049330609","63.818646772986","44.295693622107","43.992685682646","47.432967719485","41.778167185735","44.462819584133","42.041366400385","49.545877986680"
"2Q Dic 2003","55.502338484230","59.453229315224","55.208575512216","45.606128407459","64.035519931140","63.339715328888","67.632902937176","49.633049330609","64.095201035016","44.564692817252","44.755244597330","48.517731014725","42.340625326369","44.425196550998","41.972628506793","49.569454113839"
"1Q Ene 2004","55.685211892654","59.564947999354","55.336709568396","45.863587261585","64.038306344900","63.434921686469","67.780881099351","49.684780941234","64.158832143346","44.933727523254","45.154209723767","48.158449541731","43.205718512507","44.775469564169","42.206700747458","50.151597550394"
"2Q Ene 2004","55.863422806246","59.701245947066","55.487427380490","46.065430323437","64.138728777415","63.556549056644","67.893898162712","49.830516522799","64.277064473634","45.220402395664","45.041574576295","46.842743440666","43.834286658743","45.309974852474","42.235606242931","51.688302175973"
"1Q Feb 2004","56.042151774819","59.844119545767","55.650577150306","46.299287044479","64.232655373020","63.679005559277","68.026623848380","49.946856273745","64.391096583202","45.493799856535","45.354502074639","47.063372148365","44.203379345180","45.558694807836","42.522105685603","51.864086963021"
"2Q Feb 2004","56.173737740087","59.959578307671","55.733650566559","46.395321294531","64.302645472192","63.825583910639","68.272330696634","49.978854765417","64.491873999809","45.665974885988","45.683640054905","47.061623385089","44.735590978485","45.633316028259","42.632203274765","51.869144915790"
"1Q Mar 2004","56.277348736362","60.065306437030","55.830564857652","46.559181600464","64.334445638740","63.939459047573","68.480578242212","49.992830178226","64.558825995221","45.763527699467","45.619051640709","46.092893510037","45.227993932818","45.831510197330","42.913328769008","51.904885116432"
"2Q Mar 2004","56.319311189853","60.177735893562","55.911634084256","46.637056284649","64.417986206012","64.082020330655","68.648781009197","50.068468949744","64.703013418282","45.618168585859","44.830691201679","43.772143476188","45.385130289912","46.085515961618","42.918980591992","52.651120008969"
"1Q Abr 2004","56.317757024909","60.283481090354","55.953511833245","46.712291634097","64.427466717676","64.249665812903","68.857094848561","50.104420849019","64.884160078090","45.332697208179","44.042555154937","42.157344578224","45.107841130573","46.112328685176","42.823560240180","52.919530730566"
"2Q Abr 2004","56.447788825233","60.355616368945","56.043630115534","46.880919747710","64.441398110974","64.303929876692","68.977822481425","50.165071660608","64.875187775607","45.616189953802","44.687697947020","44.318553493002","44.817852080711","46.171106586998","42.856217505702","53.030295592356"
"1Q May 2004","56.236940447815","60.420267268409","56.109203415413","46.963166698628","64.490446589472","64.367399695266","69.115506167020","50.182479032383","64.889168969949","44.676391940961","44.271519047853","43.512226274765","44.642866494470","44.906593956116","40.929402390666","53.065317298162"
"2Q May 2004","56.246783492460","60.497217998954","56.197256560169","47.061570974953","64.567889732883","64.433176404365","69.201612345575","50.228457422143","64.943617790155","44.508805347259","43.657669420755","42.166890860494","44.480866155434","45.016210761623","41.089700270172","53.075577306633"
"1Q Jun 2004","56.298588990598","60.590508264825","56.304161036975","47.205466213934","64.638419795782","64.512769292277","69.286576576412","50.255400121447","65.038272821254","44.451567698093","43.026071495624","40.457699375131","44.514320132367","45.315670900773","41.538036470689","53.083023697473"
"2Q Jun 2004","56.364900028214","60.648600465019","56.338347559443","47.262742631974","64.650142605705","64.593950552179","69.349484671101","50.294266198074","65.151726938902","44.538571383176","43.342402435354","41.104841513552","44.626220019991","45.260223883992","41.449613261147","53.092331586050"
"1Q Jul 2004","56.448824935196","60.699930722686","56.396191729595","47.373106298668","64.657039331307","64.638698064405","69.435785357243","50.392496891425","65.137112802128","44.708221017303","43.439243322081","41.348528645767","44.632409268670","45.475006272950","41.743175069739","53.152972369818"
"2Q Jul 2004","56.510473477979","60.750344168591","56.425427121124","47.446467443846","64.643613440939","64.709570679388","69.503550693259","50.419572113593","65.227292338531","44.798572170014","43.485409264614","41.073876099720","44.876063413544","45.592752980945","41.841777721574","53.309325542025"
"1Q Ago 2004","56.725466295248","60.849712478846","56.536490520413","47.559636632938","64.751827278577","64.797089040203","69.547412274708","50.784128610014","65.242883748380","45.317636802625","44.486775619705","42.263183749128","45.759500750353","45.812067701486","42.184025403839","53.287323727694"
"2Q Ago 2004","56.930616067871","60.938080097660","56.631800068351","47.680171701663","64.822165374729","64.878295331957","69.632551758466","51.140536041980","65.210019428869","45.829691339775","45.803449692370","45.330232464711","45.995274300327","45.824220292545","42.186775503852","53.318128884535"
"1Q Sep 2004","57.245075441564","61.206791063542","56.738643085272","47.823884856039","64.892750461448","65.303885534914","69.733438048813","53.346096206061","65.215156627737","46.263502860539","46.514317280469","46.912701686722","46.167785756512","46.085777396750","42.562914177372","53.355149444204"
"2Q Sep 2004","57.350758657763","61.278115259377","56.823025323235","47.931819651411","64.953851536742","65.362150678251","69.807251790191","53.344647991827","65.282383732076","46.458008410929","47.000190819174","48.298463099533","46.098371348824","46.099254661733","42.577693034461","53.366147100765"
"1Q Oct 2004","57.646049997145","61.380550769381","56.974764618591","48.132254181173","65.057625292604","65.416002479690","69.838617413877","53.344647991827","65.377254576188","47.261195516797","48.257577366291","51.445225283409","46.189377127207","46.620008074499","43.328282399482","53.436482628025"
"2Q Oct 2004","57.743444333643","61.456142669682","57.066700621873","48.297879641242","65.077997617781","65.475308362939","69.911382587866","53.347077477201","65.446266335333","47.415519017676","48.671359013667","52.241785479636","46.366509637067","46.613137993227","43.290167512300","53.491276241027"
"1Q Nov 2004","58.113335590343","61.535063177798","57.141273028170","48.383608129447","65.141285761545","65.558131909737","69.977203962937","53.347077477201","65.576307279467","48.551678879665","48.803847668627","52.345230263751","46.516597926711","48.372025602208","45.928092087468","53.525909404665"
"2Q Nov 2004","58.260981260034","61.593361272143","57.204857888521","48.457624299416","65.194365035202","65.611015194769","70.031693701195","53.349474393712","65.647136716799","48.936249052174","49.802934711707","54.695040324427","46.681616300804","48.374805768032","45.903727153243","53.582321364650"
"1Q Dic 2004","58.349050606867","61.702304163572","57.298293644865","48.695691043399","65.147987627562","65.734626361987","70.091852595077","53.354108506999","65.873744473134","48.967264366178","49.512579480487","53.133899793146","47.174555442152","48.605373474754","46.248916923139","53.588063067322"
"2Q Dic 2004","58.265643754866","61.769553839672","57.343257447160","48.788915028815","65.146196565077","65.823343823878","70.130816046606","53.354182574053","66.041480715175","48.485789842116","48.205827921102","48.986900567864","47.619923756805","48.636614420378","46.182066997516","53.813249821950"
"1Q Ene 2005","58.314340923115","61.917588179016","57.486519097904","48.967426019409","65.254489124199","65.975395934130","70.240922550981","53.592634260924","66.195054964993","48.270829861310","47.106559018183","45.896046231177","47.749641610634","48.970901405557","46.449953400726","54.280941170294"
"2Q Ene 2005","58.303979823488","62.016831076054","57.538752978739","49.023495990486","65.302645547808","66.120107055907","70.356288912361","53.695053510647","66.381199313664","47.970762296827","46.235107729260","43.647266589422","47.728367313135","49.025798566549","46.479889113105","54.385509602017"
"1Q Feb 2005","58.403446379911","62.155883013631","57.673793848089","49.171579861474","65.424138500099","66.262472099058","70.520452272998","53.739157570182","66.541127558515","47.965247420694","46.306689654691","43.604259004436","47.870367976734","48.972410161670","46.294432784119","54.592601393869"
"2Q Feb 2005","58.603415602720","62.259725930456","57.805188176301","49.254216639676","65.601457655324","66.338963827588","70.603889620365","53.772559909690","66.627497646162","48.417045790039","47.515272265036","46.202189956546","48.220637338256","48.954040331380","46.253931201695","54.617818760430"
"1Q Mar 2005","58.721532138473","62.358502284792","57.876650412346","49.331135861086","65.667140640623","66.463980687309","70.635216542231","53.798033995380","66.875055941599","48.585351731098","47.707317486283","46.630165547698","48.266957904707","49.107524532792","46.459710199354","54.669055516722"
"2Q Mar 2005","58.812709815195","62.411870002927","57.908560058913","49.368192026190","65.693863124885","66.538068162166","70.689799889643","53.817461979722","66.987529594542","48.776501621389","47.925437078295","47.415810063784","48.135070651871","49.281835790006","46.577393699312","54.956387888144"
"1Q Abr 2005","58.859334763518","62.473710279065","57.983352129242","49.437690210817","65.773192456513","66.586994267106","70.760327127041","53.838349190638","67.027476371573","48.781712210193","48.497302301264","49.256075647951","47.924498062227","48.935158407624","46.002667797962","55.057774838513"
"2Q Abr 2005","59.094013670079","62.533861068072","58.048793726190","49.459914655225","65.879718919201","66.641718263049","70.810178734624","53.862358528820","67.098106029904","49.476483867170","50.284421935478","54.061998941803","47.848482305218","48.951265538795","46.001359631039","55.108386981577"
"1Q May 2005","58.845865334002","62.590286277753","58.121740754873","49.573444200786","65.913088580604","66.681767085069","70.837940701111","53.885160041847","67.155586445858","48.424792040381","50.606282727918","55.109641164689","47.722642150747","47.047114084585","43.103732626811","55.153530230365"
"2Q May 2005","58.810119540288","62.659297881883","58.192957174142","49.618508067757","66.008932653412","66.748326564272","70.898424629680","53.908103488524","67.244115900905","48.113161308851","49.839652902118","53.246286646354","47.633140584138","47.018180148988","43.049215020620","55.174929803883"
"1Q Jun 2005","58.724640468361","62.730803578729","58.274001163610","49.721668549877","66.068101592252","66.810209041205","70.946062826934","53.982896303920","67.312917785138","47.612331960016","48.280937074437","48.911202339446","47.787750169197","47.174523038712","43.238491081587","55.267284801030"
"2Q Jun 2005","58.818926474971","62.822818428186","58.316563568543","49.770483955525","66.104333478764","66.950109191172","71.005843136029","54.042251700580","67.555360668182","47.711947095911","48.412176757979","49.346191083545","47.731628659473","47.254452402580","43.355826301840","55.273875939505"
"1Q Jul 2005","58.983667959047","62.884490909838","58.300328848210","49.753212613241","66.089216331803","67.087581315532","71.101818874109","54.043061795738","67.782866114713","48.147124351505","49.310069889807","51.343109819180","47.950690921819","47.402082153029","43.590164831007","55.251249242540"
"2Q Jul 2005","59.020449862725","62.927404281569","58.330940106147","49.812382063634","66.092130470218","67.142320084460","71.144668762360","54.074775605729","67.856784920138","48.167626746722","49.379065820665","51.298881270498","48.089270507850","47.392460931869","43.573085293194","55.256293552222"
"1Q Ago 2005","59.062930371197","62.990291777012","58.379519824982","49.848459533373","66.152375622384","67.218904619235","71.194339751745","54.490081194219","67.821935616458","48.155937780374","49.057425945128","50.155309473212","48.274549139863","47.573253184777","43.824372464042","55.299076761371"
"2Q Ago 2005","59.081062295545","62.995269078210","58.380877294203","49.855025323873","66.148713158410","67.227394666808","71.267845721878","54.692803786853","67.694369920325","48.208934608613","49.144764944905","50.181320023490","48.399469697648","47.604898775562","43.854358360735","55.334214251784"
"1Q Sep 2005","59.291392617982","63.259574548096","58.478943682054","49.997832883050","66.203015618637","67.652866381039","71.369374234966","56.891555326187","67.701364672761","48.274810214260","49.008602611960","49.793337124537","48.418697070338","47.796206144263","44.076972487704","55.464982333660"
"2Q Sep 2005","59.326620356715","63.331602319389","58.559934659873","50.093994662799","66.268812969494","67.715830171277","71.476290133454","56.891555326187","67.748884502749","48.211856208300","48.745462442212","49.558784399154","48.138522547412","47.857595157688","44.167840431258","55.468563888041"
"1Q Oct 2005","59.438002177710","63.411275495209","58.655744694757","50.211462254659","66.343079848405","67.779401974055","71.570056108437","56.889063363308","67.810655897022","48.405479884293","48.140588137446","48.408471235782","47.870893730469","48.546984207905","45.203042038459","55.479615108196"
"2Q Oct 2005","59.471157696518","63.482058077627","58.718971078740","50.246261224723","66.433181347196","67.857255226457","71.684222439888","56.889063363308","67.885689921256","48.339124564175","47.773275671255","47.242307633088","47.996383907502","48.667551059461","45.380295229309","55.489038470752"
"1Q Nov 2005","59.869023922211","63.548944358947","58.765432022745","50.310772151949","66.461935380506","67.943794275741","71.751966781418","56.889063363308","68.022494100902","49.610333258386","47.266005274662","46.527645152487","47.617947376114","51.042569441558","48.929421811551","55.561186143028"
"2Q Nov 2005","59.896480836224","63.605567279939","58.840771081869","50.377854861150","66.544657224063","67.981897457729","71.799436198815","56.889063363308","68.066805215987","49.559130027046","47.091798075184","46.330917748189","47.457989034826","51.067774468464","48.938954807173","55.617514638733"
"1Q Dic 2005","60.145147227282","63.726690955211","58.927912371935","50.509693453490","66.588157841698","68.135675467809","71.873332087701","56.889064201464","68.351861178339","50.144489965822","48.023068613777","48.480085970010","47.637144086473","51.438050200663","49.475723151564","55.661461709183"
"2Q Dic 2005","60.354959494738","63.787093812677","58.966185955391","50.573135883601","66.601937655187","68.217422912424","71.930915601950","56.891442511291","68.485930340016","50.747759302204","49.517531804526","51.741418120486","48.040161384340","51.487612693376","49.545290907238","55.671847788186"
"1Q Ene 2006","60.547675947808","63.855064631206","59.074211395602","50.711366527572","66.680107361527","68.245990252311","72.067521029502","56.991549429170","68.388152152624","51.268143781549","49.962185486494","52.790581477726","48.111536992610","52.054777914965","50.227537054004","56.015556072805"
"2Q Ene 2006","60.659575823784","63.936377336836","59.147656085481","50.814240377741","66.724699358380","68.334632399402","72.253882298111","57.070330272423","68.391362832406","51.460260007882","50.304525971607","54.234021679084","47.774977540676","52.153515495828","50.341930730097","56.084039491602"
"1Q Feb 2006","60.702056332257","64.066668817390","59.260229509894","50.948452375515","66.815623514746","68.481658245677","72.399615505816","57.186744453381","68.549825090818","51.269064370859","50.156863910827","53.596929727528","47.929071194379","51.935376856420","50.012291934622","56.084644943205"
"2Q Feb 2006","60.690659122667","64.142452987795","59.326464155893","51.034932833281","66.861892385389","68.566437635938","72.516424942476","57.250423656754","68.612986670852","51.027256781965","49.598435431883","52.032911742457","47.991188955620","51.890301757234","49.937685494956","56.097591094259"
"1Q Mar 2006","60.715525761773","64.274986742687","59.418141578352","51.109325041671","66.969516200108","68.738287825079","72.731694871037","57.261488765115","68.807371791143","50.767940755873","48.705051134664","49.819279152034","47.912874365733","52.024857420546","50.080332915597","56.217074684621"
"2Q Mar 2006","60.829497857674","64.442470738939","59.516362022649","51.154570679825","67.117964159837","68.972672933002","72.893156894975","57.312721332691","69.177392676246","50.738274846581","48.334406254180","49.205440882989","47.692815816801","52.206949310558","50.355771255077","56.216033338816"
"1Q Abr 2006","60.845039507115","64.571328601465","59.584435078557","51.197510745102","67.209707478947","69.160320979327","73.047567530948","57.343088345989","69.455170140944","50.454285074142","48.080611100959","48.626611172462","47.639757926268","51.904343934999","49.885468155284","56.242594225568"
"2Q Abr 2006","60.877676970942","64.582988313109","59.597449270832","51.233164603333","67.200848116038","69.170607618839","73.202358717463","57.377175900975","69.325421636457","50.542924319496","48.103915150987","49.280221672423","47.274812407204","52.033513426698","50.063503061779","56.276125117364"
"1Q May 2006","60.579795356653","64.620328065550","59.628137916030","51.279291631057","67.216458958123","69.214279406788","73.349832219761","57.401760219216","69.282424754541","49.360967810951","48.546193491795","50.091998083520","47.488558931537","49.843488602936","46.749790981293","56.290637515817"
"2Q May 2006","60.601553665871","64.708597775378","59.694434436500","51.366427244557","67.262218569434","69.323620414741","73.508332110296","57.473372004064","69.360982931815","49.206288060499","48.195153584431","48.965803905649","47.615691630764","49.810819538077","46.679692953706","56.331671783057"
"1Q Jun 2006","60.646106394269","64.820265026115","59.786303362067","51.451330981419","67.360105677656","69.454133963212","73.674176374469","57.520023680581","69.491271059051","49.071980628209","47.663722868978","47.692467193985","47.542348630474","49.923184525467","46.840340928067","56.349434900556"
"2Q Jun 2006","60.640407789474","64.899354334540","59.781772228674","51.487078495057","67.316864301724","69.614525661799","73.791842255860","57.537796345241","69.744878081799","48.841372657643","47.057394384023","46.679999907813","47.187475406402","49.926003858640","46.840731403628","56.357070413429"
"1Q Jul 2006","60.777174304556","65.001173701000","59.832344630236","51.544836484326","67.360149705120","69.765939932579","73.891762803845","57.571486769131","69.987635699585","49.070513066656","47.353458815047","47.230499840901","47.326191826653","50.113476450483","47.086976543682","56.429731414933"
"2Q Jul 2006","60.841413122246","65.053864740528","59.871466557303","51.665732934961","67.320322806298","69.831651026906","73.947821984654","57.569356022460","70.088192252384","49.163947750605","47.559408934902","47.932691186704","47.226064425463","50.136996068348","47.075474334983","56.522579970280"
"1Q Ago 2006","61.021696255763","65.136570162859","59.966050640285","51.723472881844","67.449645360611","69.902399550002","74.039947431727","57.992746552897","69.998456750163","49.600655770121","48.369030998520","49.261047515337","47.714442734197","50.341921680305","47.244868165818","56.799067980230"
"2Q Ago 2006","61.217521038722","65.145075255324","59.973981338130","51.706407131920","67.481561195724","69.911428574594","74.114255081118","58.105985361288","69.906994416632","50.290544825465","50.093578762048","53.228384322787","48.053930162783","50.388972855939","47.292335233445","56.845615805197"
"1Q Sep 2006","61.584822020514","65.451579110665","60.177413235757","52.033434552959","67.564597759820","70.317240369564","74.164612005351","60.134136140016","69.983067637849","50.816040837509","51.336204201880","55.786754662183","48.483499869888","50.468890809144","47.400377608320","56.870526778513"
"2Q Sep 2006","61.888402239597","65.542737050775","60.303568377136","52.190207022389","67.660366240152","70.373832215779","74.238756953449","60.134136140016","70.045592170725","51.678670203089","53.716840920432","61.288654190103","48.936606798047","50.388446742176","47.276540509128","56.875242443655"
"1Q Oct 2006","62.062986768320","65.616416207973","60.413627752717","52.287485938017","67.781902522859","70.411670751809","74.279255959724","60.134136140016","70.095589639146","52.119372433673","53.968406317354","61.911713168449","48.958826174862","50.946391288103","48.104247108125","56.904164360387"
"2Q Oct 2006","61.950568837363","65.680567638408","60.496173189278","52.453772023312","67.783285754090","70.457584307267","74.307212220679","60.134136140016","70.175379664433","51.540443411614","52.655728119009","58.371030426184","49.021206862449","50.823386360408","47.911769968019","56.917539212775"
"1Q Nov 2006","62.267618485961","65.766750399648","60.619991208477","52.618830616221","67.866515996943","70.506646806724","74.328971342694","60.134136140016","70.267966426836","52.466097500677","51.548278801143","55.584598463519","48.950233436108","53.011132795432","51.202965977199","56.940703511228"
"2Q Nov 2006","62.396614176324","65.874225285809","60.736388908907","52.790910165385","67.928489973160","70.604943374952","74.473959278856","60.134136140016","70.361942629940","52.650118870948","51.690198214054","55.773561933716","49.062870244566","53.221211557943","51.516865734028","56.947150447556"
"1Q Dic 2006","62.637509742661","66.058602525281","60.900490417821","53.012430498186","68.036143040036","70.808317614826","74.546543914953","60.134136140016","70.761630616169","53.039834493667","52.495806153080","57.370185999297","49.379547724880","53.352478118429","51.691019966947","56.994598939440"
"2Q Dic 2006","62.747337398712","66.103342592764","61.023578622140","53.225476846122","68.071787658100","70.776365884417","74.622446595490","60.138717070671","70.618208794971","53.320064104575","53.141672264944","58.340820646885","49.823987640399","53.405518905040","51.703358537484","57.128387289530"
"1Q Ene 2007","62.954559391261","66.316512970924","61.317224445269","53.791472506341","68.101282677990","70.910036722241","74.771150152412","60.225085099659","70.755392724727","53.510701391895","52.843418017640","57.384831785761","49.931473699857","53.899661225127","52.103830776630","57.810873262040"
"2Q Ene 2007","63.077856476827","66.458991693484","61.440642861419","53.995849769834","68.145911442999","71.070507489320","75.011792187968","60.273606212921","70.885947559017","53.582031193556","52.987404446536","57.170935722363","50.295562882712","53.925838284928","52.033872819257","58.027098987926"
"1Q Feb 2007","63.166961933623","66.600846000775","61.556018821714","54.065133341680","68.304767468346","71.237599391046","75.175621465368","60.390126402192","71.073933342930","53.530038987093","52.892454964658","56.741881671779","50.406591287735","53.900546707043","51.910277127599","58.195792236786"
"2Q Feb 2007","63.218249376779","66.679705643731","61.617989314917","54.084943226261","68.406832295268","71.332607189855","75.262141466347","60.463470173098","71.183987653021","53.507414498406","52.676621020722","56.040174768837","50.490470659891","53.997913637787","52.028329153360","58.252963201034"
"1Q Mar 2007","63.269536819934","66.772777269102","61.701127003520","54.124944858238","68.530845551177","71.434974372689","75.376665138308","60.474966308290","71.310200297947","53.448216441881","52.655029758284","56.094932245431","50.421904002185","53.915390344907","51.894226856206","58.271753310265"
"2Q Mar 2007","63.389207520631","66.900534983429","61.773673207289","54.189443823119","68.610594118127","71.616085377627","75.475605777378","60.515669293426","71.618982340085","53.545320808294","52.795270071707","56.389113149804","50.467028951760","53.985661703915","51.985750091211","58.300526119117"
"1Q Abr 2007","63.256585445400","66.927745451930","61.844918510117","54.228876425997","68.711911332478","71.600182984403","75.572560356589","60.549668837752","71.481568318249","52.991781314611","52.837287526643","56.409808012495","50.522087369151","53.062551639197","50.586341714540","58.311890198095"
"2Q Abr 2007","63.326004812904","67.004212340655","61.954411014138","54.336379383135","68.822505215734","71.644072532326","75.691411300980","60.580278172143","71.462508599790","53.041278832310","52.926043952573","56.139625779837","50.831717158313","53.087646353293","50.610567369071","58.338870986495"
"1Q May 2007","63.001702394565","67.069766022242","62.043134650155","54.458994344408","68.877970662117","71.686719105922","75.771082529710","60.600443097291","71.480125007744","51.688077341255","51.743063211854","52.492581821410","51.168899172924","51.629382590616","48.405055688029","58.346603539226"
"2Q May 2007","62.963366325944","67.127095006798","62.078808229706","54.496758567186","68.911368587869","71.764943335413","75.818331102339","60.647979321247","71.597501158635","51.396247148749","50.945421542835","50.159989076549","51.318352073147","51.651793652319","48.428034423584","58.368044910164"
"1Q Jun 2007","63.015171824081","67.234147112500","62.183618849503","54.663740375392","68.955599383047","71.873719578706","75.875427658387","60.745954751827","71.755810642927","51.302434078924","50.521913622705","49.068767442992","51.307002911451","51.762761549405","48.576822101691","58.405066875164"
"2Q Jun 2007","63.101687005970","67.346206946640","62.280852352438","54.838353560594","68.977680292276","71.999769442212","75.945348880629","60.790729009440","71.963218360604","51.319866900170","50.528496346393","49.050466455260","51.328896924399","51.786923866879","48.583608295560","58.463711283513"
"1Q Jul 2007","63.256585445400","67.462544273269","62.379726423260","55.036225706507","68.980594956829","72.132652887420","76.018429255670","60.807528214512","72.194533576362","51.575382539089","50.943051618682","50.464319147211","51.127094115308","51.943556510252","48.814284021027","58.475163756445"
"2Q Jul 2007","63.395424180407","67.526567587798","62.456649843282","55.138348117132","69.032708856505","72.183803028301","76.089792101925","60.837333688206","72.235266008993","51.911621642912","51.798947933942","52.572629624768","51.209780564276","51.956935238332","48.812793882799","58.517999715190"
"1Q Ago 2007","63.524937925750","67.642917566082","62.561567021033","55.288394181427","69.093438337200","72.310811042459","76.181633928447","61.400314797043","72.218951226756","52.073773845986","51.917893614659","52.475321256533","51.461656047169","52.145841141542","49.045770729481","58.621140159366"
"2Q Ago 2007","63.643572516485","67.711479070733","62.674996758162","55.450612805783","69.159096680866","72.335266583170","76.303732494232","61.537216111585","72.110226157665","52.325640299093","52.573642649608","54.087296529224","51.527049464657","52.146781899819","49.025193198306","58.664587030094"
"1Q Sep 2007","64.039884577234","67.961996165245","62.812214248784","55.678045169870","69.208518808492","72.695320586023","76.396725292463","63.543088225308","72.052008763453","53.103438936294","54.290760563066","57.987420777638","51.895942723178","52.340905508781","49.308504207473","58.683873076571"
"2Q Sep 2007","64.115520604514","68.039827675727","62.917509823249","55.868443198892","69.231173472309","72.745999034205","76.475549720086","63.543088225308","72.096782940250","53.173150904408","54.460277690497","58.390067184155","51.921509357207","52.348606601918","49.307888996344","58.708051365969"
"1Q Oct 2007","64.320152322156","68.165866774170","63.113142924239","56.200231709157","69.294387800227","72.803541025708","76.500444506236","63.543088225308","72.205935632394","53.583874376926","53.912444537443","56.728620074253","52.060730482344","53.354386770320","50.804913778954","58.750396493599"
"2Q Oct 2007","64.334139806653","68.281636361697","63.247116351137","56.468026691360","69.298644849816","72.901034485982","76.603170929942","63.543088225308","72.336221365776","53.327774186626","53.225079954045","55.329215561182","51.813398592585","53.366218050636","50.801371198226","58.792671935252"
"1Q Nov 2007","64.748065736769","68.364538761813","63.389960510775","56.689629713977","69.364671388598","72.925051189021","76.665669238789","63.543088225308","72.334745029792","54.614116385088","53.917907645762","57.106162362892","51.837022191048","55.020514445069","53.287631551671","58.814978526689"
"2Q Nov 2007","64.814376774385","68.392418636177","63.455563698694","56.767169494436","69.418306089000","72.915977752781","76.734884920172","63.543088225308","72.251513863447","54.782107589426","54.332615290362","57.965624299495","51.976908498990","55.035218014517","53.302621034653","58.829216795485"
"1Q Dic 2007","64.941818299802","68.598755000203","63.638499200292","56.994728196801","69.556961469367","73.144267177502","76.777703494345","63.546419074863","72.733736573357","54.698251421218","53.921808993327","56.615964722230","52.145225241587","55.154433646221","53.461228435994","58.871437488207"
"2Q Dic 2007","65.156811117071","68.680887265999","63.795712300940","57.233637190027","69.634425225344","73.152735566939","76.877949410257","63.558652236507","72.657756296733","55.263460833039","55.330024958370","59.269327404522","52.783505958465","55.195878004620","53.458320319835","59.000760472648"
"1Q Ene 2008","65.335022030663","68.847670894731","63.986373109897","57.549396385681","69.703339855543","73.295482413757","77.117423131467","63.727992554844","72.700764938976","55.471438954720","55.303623250775","58.724394506685","53.076519391744","55.549304312147","53.797904593762","59.383914625450"
